"TIME","GEO","PROJECTION","INDIC_DE","Value","Flag and Footnotes"
"2060","Austria","Baseline projections","Median age of population","47.5",""
"2060","Austria","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2060","Austria","Baseline projections","Proportion of population aged 15-64 years","57.5",""
"2060","Austria","Baseline projections","Proportion of population aged 65 years and more","28.8",""
"2060","Poland","Baseline projections","Median age of population","51.5",""
"2060","Poland","Baseline projections","Proportion of population aged 0-14 years","11.9",""
"2060","Poland","Baseline projections","Proportion of population aged 15-64 years","54.2",""
"2060","Poland","Baseline projections","Proportion of population aged 65 years and more","33.9",""
"2060","Portugal","Baseline projections","Median age of population","51.4",""
"2060","Portugal","Baseline projections","Proportion of population aged 0-14 years","12.7",""
"2060","Portugal","Baseline projections","Proportion of population aged 15-64 years","53.8",""
"2060","Portugal","Baseline projections","Proportion of population aged 65 years and more","33.5",""
"2060","Romania","Baseline projections","Median age of population","50.1",""
"2060","Romania","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2060","Romania","Baseline projections","Proportion of population aged 15-64 years","54.7",""
"2060","Romania","Baseline projections","Proportion of population aged 65 years and more","32.2",""
"2060","Slovenia","Baseline projections","Median age of population","49.2",""
"2060","Slovenia","Baseline projections","Proportion of population aged 0-14 years","13.2",""
"2060","Slovenia","Baseline projections","Proportion of population aged 15-64 years","55.5",""
"2060","Slovenia","Baseline projections","Proportion of population aged 65 years and more","31.3",""
"2060","Slovakia","Baseline projections","Median age of population","49.4",""
"2060","Slovakia","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2060","Slovakia","Baseline projections","Proportion of population aged 15-64 years","53.9",""
"2060","Slovakia","Baseline projections","Proportion of population aged 65 years and more","32.6",""
"2060","Finland","Baseline projections","Median age of population","49.9",""
"2060","Finland","Baseline projections","Proportion of population aged 0-14 years","12.3",""
"2060","Finland","Baseline projections","Proportion of population aged 15-64 years","57.2",""
"2060","Finland","Baseline projections","Proportion of population aged 65 years and more","30.5",""
"2060","Sweden","Baseline projections","Median age of population","44.2",""
"2060","Sweden","Baseline projections","Proportion of population aged 0-14 years","16.0",""
"2060","Sweden","Baseline projections","Proportion of population aged 15-64 years","58.5",""
"2060","Sweden","Baseline projections","Proportion of population aged 65 years and more","25.5",""
"2060","Iceland","Baseline projections","Median age of population","44.2",""
"2060","Iceland","Baseline projections","Proportion of population aged 0-14 years","15.7",""
"2060","Iceland","Baseline projections","Proportion of population aged 15-64 years","59.8",""
"2060","Iceland","Baseline projections","Proportion of population aged 65 years and more","24.5",""
"2060","Liechtenstein","Baseline projections","Median age of population","49.3",""
"2060","Liechtenstein","Baseline projections","Proportion of population aged 0-14 years","13.1",""
"2060","Liechtenstein","Baseline projections","Proportion of population aged 15-64 years","56.7",""
"2060","Liechtenstein","Baseline projections","Proportion of population aged 65 years and more","30.1",""
"2060","Norway","Baseline projections","Median age of population","46.1",""
"2060","Norway","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2060","Norway","Baseline projections","Proportion of population aged 15-64 years","59.4",""
"2060","Norway","Baseline projections","Proportion of population aged 65 years and more","26.2",""
"2060","Switzerland","Baseline projections","Median age of population","46.8",""
"2060","Switzerland","Baseline projections","Proportion of population aged 0-14 years","14.1",""
"2060","Switzerland","Baseline projections","Proportion of population aged 15-64 years","58.3",""
"2060","Switzerland","Baseline projections","Proportion of population aged 65 years and more","27.5",""
"2065","European Union - 27 countries (from 2020)","Baseline projections","Median age of population","48.7",""
"2065","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2065","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","56.1",""
"2065","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","30.3",""
"2065","Belgium","Baseline projections","Median age of population","46.5",""
"2065","Belgium","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2065","Belgium","Baseline projections","Proportion of population aged 15-64 years","57.9",""
"2065","Belgium","Baseline projections","Proportion of population aged 65 years and more","27.6",""
"2065","Bulgaria","Baseline projections","Median age of population","49.8",""
"2065","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2065","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","54.9",""
"2065","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","31.7",""
"2065","Czechia","Baseline projections","Median age of population","46.8",""
"2065","Czechia","Baseline projections","Proportion of population aged 0-14 years","14.8",""
"2065","Czechia","Baseline projections","Proportion of population aged 15-64 years","56.3",""
"2065","Czechia","Baseline projections","Proportion of population aged 65 years and more","28.9",""
"2065","Denmark","Baseline projections","Median age of population","45.6",""
"2065","Denmark","Baseline projections","Proportion of population aged 0-14 years","15.5",""
"2065","Denmark","Baseline projections","Proportion of population aged 15-64 years","57.2",""
"2065","Denmark","Baseline projections","Proportion of population aged 65 years and more","27.3",""
"2065","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","46.6",""
"2065","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2065","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","57.1",""
"2065","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","28.4",""
"2065","Estonia","Baseline projections","Median age of population","49.2",""
"2065","Estonia","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2065","Estonia","Baseline projections","Proportion of population aged 15-64 years","55.8",""
"2065","Estonia","Baseline projections","Proportion of population aged 65 years and more","30.7",""
"2065","Ireland","Baseline projections","Median age of population","45.8",""
"2065","Ireland","Baseline projections","Proportion of population aged 0-14 years","15.4",""
"2065","Ireland","Baseline projections","Proportion of population aged 15-64 years","57.7",""
"2065","Ireland","Baseline projections","Proportion of population aged 65 years and more","26.9",""
"2065","Greece","Baseline projections","Median age of population","51.3",""
"2065","Greece","Baseline projections","Proportion of population aged 0-14 years","12.2",""
"2065","Greece","Baseline projections","Proportion of population aged 15-64 years","54.7",""
"2065","Greece","Baseline projections","Proportion of population aged 65 years and more","33.1",""
"2065","Spain","Baseline projections","Median age of population","50.9",""
"2065","Spain","Baseline projections","Proportion of population aged 0-14 years","12.1",""
"2065","Spain","Baseline projections","Proportion of population aged 15-64 years","55.7",""
"2065","Spain","Baseline projections","Proportion of population aged 65 years and more","32.2",""
"2065","France","Baseline projections","Median age of population","46.6",""
"2065","France","Baseline projections","Proportion of population aged 0-14 years","15.5",""
"2065","France","Baseline projections","Proportion of population aged 15-64 years","56.1",""
"2065","France","Baseline projections","Proportion of population aged 65 years and more","28.4",""
"2065","Croatia","Baseline projections","Median age of population","51.1",""
"2065","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.3",""
"2065","Croatia","Baseline projections","Proportion of population aged 15-64 years","55.2",""
"2065","Croatia","Baseline projections","Proportion of population aged 65 years and more","32.5",""
"2065","Italy","Baseline projections","Median age of population","52.2",""
"2065","Italy","Baseline projections","Proportion of population aged 0-14 years","11.4",""
"2065","Italy","Baseline projections","Proportion of population aged 15-64 years","55.3",""
"2065","Italy","Baseline projections","Proportion of population aged 65 years and more","33.2",""
"2065","Cyprus","Baseline projections","Median age of population","44.8",""
"2065","Cyprus","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2065","Cyprus","Baseline projections","Proportion of population aged 15-64 years","59.3",""
"2065","Cyprus","Baseline projections","Proportion of population aged 65 years and more","26.3",""
"2065","Latvia","Baseline projections","Median age of population","50.0",""
"2065","Latvia","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2065","Latvia","Baseline projections","Proportion of population aged 15-64 years","54.0",""
"2065","Latvia","Baseline projections","Proportion of population aged 65 years and more","32.6",""
"2065","Lithuania","Baseline projections","Median age of population","50.9",""
"2065","Lithuania","Baseline projections","Proportion of population aged 0-14 years","12.8",""
"2065","Lithuania","Baseline projections","Proportion of population aged 15-64 years","53.7",""
"2065","Lithuania","Baseline projections","Proportion of population aged 65 years and more","33.5",""
"2065","Luxembourg","Baseline projections","Median age of population","48.6",""
"2065","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2065","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","57.9",""
"2065","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","29.1",""
"2065","Hungary","Baseline projections","Median age of population","48.2",""
"2065","Hungary","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2065","Hungary","Baseline projections","Proportion of population aged 15-64 years","56.5",""
"2065","Hungary","Baseline projections","Proportion of population aged 65 years and more","29.7",""
"2065","Malta","Baseline projections","Median age of population","50.5",""
"2065","Malta","Baseline projections","Proportion of population aged 0-14 years","11.6",""
"2065","Malta","Baseline projections","Proportion of population aged 15-64 years","56.7",""
"2065","Malta","Baseline projections","Proportion of population aged 65 years and more","31.7",""
"2065","Netherlands","Baseline projections","Median age of population","46.5",""
"2065","Netherlands","Baseline projections","Proportion of population aged 0-14 years","14.6",""
"2065","Netherlands","Baseline projections","Proportion of population aged 15-64 years","57.6",""
"2065","Netherlands","Baseline projections","Proportion of population aged 65 years and more","27.8",""
"2065","Austria","Baseline projections","Median age of population","47.7",""
"2065","Austria","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2065","Austria","Baseline projections","Proportion of population aged 15-64 years","57.3",""
"2065","Austria","Baseline projections","Proportion of population aged 65 years and more","29.1",""
"2065","Poland","Baseline projections","Median age of population","52.3",""
"2065","Poland","Baseline projections","Proportion of population aged 0-14 years","11.6",""
"2065","Poland","Baseline projections","Proportion of population aged 15-64 years","54.1",""
"2065","Poland","Baseline projections","Proportion of population aged 65 years and more","34.3",""
"2065","Portugal","Baseline projections","Median age of population","51.1",""
"2065","Portugal","Baseline projections","Proportion of population aged 0-14 years","12.9",""
"2065","Portugal","Baseline projections","Proportion of population aged 15-64 years","53.9",""
"2065","Portugal","Baseline projections","Proportion of population aged 65 years and more","33.3",""
"2065","Romania","Baseline projections","Median age of population","50.1",""
"2065","Romania","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2065","Romania","Baseline projections","Proportion of population aged 15-64 years","55.2",""
"2065","Romania","Baseline projections","Proportion of population aged 65 years and more","31.8",""
"2065","Slovenia","Baseline projections","Median age of population","49.5",""
"2065","Slovenia","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2065","Slovenia","Baseline projections","Proportion of population aged 15-64 years","56.1",""
"2065","Slovenia","Baseline projections","Proportion of population aged 65 years and more","30.9",""
"2065","Slovakia","Baseline projections","Median age of population","49.7",""
"2065","Slovakia","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2065","Slovakia","Baseline projections","Proportion of population aged 15-64 years","54.2",""
"2065","Slovakia","Baseline projections","Proportion of population aged 65 years and more","32.5",""
"2065","Finland","Baseline projections","Median age of population","50.8",""
"2065","Finland","Baseline projections","Proportion of population aged 0-14 years","12.1",""
"2065","Finland","Baseline projections","Proportion of population aged 15-64 years","56.6",""
"2065","Finland","Baseline projections","Proportion of population aged 65 years and more","31.3",""
"2065","Sweden","Baseline projections","Median age of population","44.7",""
"2065","Sweden","Baseline projections","Proportion of population aged 0-14 years","15.7",""
"2065","Sweden","Baseline projections","Proportion of population aged 15-64 years","58.5",""
"2065","Sweden","Baseline projections","Proportion of population aged 65 years and more","25.9",""
"2065","Iceland","Baseline projections","Median age of population","44.5",""
"2065","Iceland","Baseline projections","Proportion of population aged 0-14 years","15.6",""
"2065","Iceland","Baseline projections","Proportion of population aged 15-64 years","58.8",""
"2065","Iceland","Baseline projections","Proportion of population aged 65 years and more","25.5",""
"2065","Liechtenstein","Baseline projections","Median age of population","49.2",""
"2065","Liechtenstein","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2065","Liechtenstein","Baseline projections","Proportion of population aged 15-64 years","56.6",""
"2065","Liechtenstein","Baseline projections","Proportion of population aged 65 years and more","30.2",""
"2065","Norway","Baseline projections","Median age of population","46.5",""
"2065","Norway","Baseline projections","Proportion of population aged 0-14 years","14.2",""
"2065","Norway","Baseline projections","Proportion of population aged 15-64 years","58.7",""
"2065","Norway","Baseline projections","Proportion of population aged 65 years and more","27.1",""
"2065","Switzerland","Baseline projections","Median age of population","46.8",""
"2065","Switzerland","Baseline projections","Proportion of population aged 0-14 years","14.1",""
"2065","Switzerland","Baseline projections","Proportion of population aged 15-64 years","58.2",""
"2065","Switzerland","Baseline projections","Proportion of population aged 65 years and more","27.7",""
"2070","European Union - 27 countries (from 2020)","Baseline projections","Median age of population","48.8",""
"2070","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2070","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","56.1",""
"2070","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","30.3",""
"2070","Belgium","Baseline projections","Median age of population","46.7",""
"2070","Belgium","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2070","Belgium","Baseline projections","Proportion of population aged 15-64 years","57.6",""
"2070","Belgium","Baseline projections","Proportion of population aged 65 years and more","27.9",""
"2070","Bulgaria","Baseline projections","Median age of population","49.9",""
"2070","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2070","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","55.6",""
"2070","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","31.0",""
"2070","Czechia","Baseline projections","Median age of population","46.9",""
"2070","Czechia","Baseline projections","Proportion of population aged 0-14 years","14.8",""
"2070","Czechia","Baseline projections","Proportion of population aged 15-64 years","57.2",""
"2070","Czechia","Baseline projections","Proportion of population aged 65 years and more","28.0",""
"2070","Denmark","Baseline projections","Median age of population","45.8",""
"2070","Denmark","Baseline projections","Proportion of population aged 0-14 years","15.4",""
"2070","Denmark","Baseline projections","Proportion of population aged 15-64 years","56.9",""
"2070","Denmark","Baseline projections","Proportion of population aged 65 years and more","27.7",""
"2070","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","46.8",""
"2070","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2070","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","57.2",""
"2070","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","28.4",""
"2070","Estonia","Baseline projections","Median age of population","49.5",""
"2070","Estonia","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2070","Estonia","Baseline projections","Proportion of population aged 15-64 years","56.1",""
"2070","Estonia","Baseline projections","Proportion of population aged 65 years and more","30.4",""
"2070","Ireland","Baseline projections","Median age of population","46.1",""
"2070","Ireland","Baseline projections","Proportion of population aged 0-14 years","15.3",""
"2070","Ireland","Baseline projections","Proportion of population aged 15-64 years","57.2",""
"2070","Ireland","Baseline projections","Proportion of population aged 65 years and more","27.4",""
"2070","Greece","Baseline projections","Median age of population","51.1",""
"2070","Greece","Baseline projections","Proportion of population aged 0-14 years","12.3",""
"2070","Greece","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2070","Greece","Baseline projections","Proportion of population aged 65 years and more","32.8",""
"2070","Spain","Baseline projections","Median age of population","50.8",""
"2070","Spain","Baseline projections","Proportion of population aged 0-14 years","12.3",""
"2070","Spain","Baseline projections","Proportion of population aged 15-64 years","55.7",""
"2070","Spain","Baseline projections","Proportion of population aged 65 years and more","32.0",""
"2070","France","Baseline projections","Median age of population","46.7",""
"2070","France","Baseline projections","Proportion of population aged 0-14 years","15.5",""
"2070","France","Baseline projections","Proportion of population aged 15-64 years","55.8",""
"2070","France","Baseline projections","Proportion of population aged 65 years and more","28.7",""
"2070","Croatia","Baseline projections","Median age of population","51.3",""
"2070","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.3",""
"2070","Croatia","Baseline projections","Proportion of population aged 15-64 years","55.0",""
"2070","Croatia","Baseline projections","Proportion of population aged 65 years and more","32.7",""
"2070","Italy","Baseline projections","Median age of population","52.1",""
"2070","Italy","Baseline projections","Proportion of population aged 0-14 years","11.7",""
"2070","Italy","Baseline projections","Proportion of population aged 15-64 years","55.0",""
"2070","Italy","Baseline projections","Proportion of population aged 65 years and more","33.3",""
"2070","Cyprus","Baseline projections","Median age of population","45.3",""
"2070","Cyprus","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2070","Cyprus","Baseline projections","Proportion of population aged 15-64 years","58.5",""
"2070","Cyprus","Baseline projections","Proportion of population aged 65 years and more","27.1",""
"2070","Latvia","Baseline projections","Median age of population","50.3",""
"2070","Latvia","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2070","Latvia","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2070","Latvia","Baseline projections","Proportion of population aged 65 years and more","31.8",""
"2070","Lithuania","Baseline projections","Median age of population","51.1",""
"2070","Lithuania","Baseline projections","Proportion of population aged 0-14 years","12.8",""
"2070","Lithuania","Baseline projections","Proportion of population aged 15-64 years","54.3",""
"2070","Lithuania","Baseline projections","Proportion of population aged 65 years and more","32.9",""
"2070","Luxembourg","Baseline projections","Median age of population","48.9",""
"2070","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2070","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","57.4",""
"2070","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","29.6",""
"2070","Hungary","Baseline projections","Median age of population","48.3",""
"2070","Hungary","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2070","Hungary","Baseline projections","Proportion of population aged 15-64 years","56.5",""
"2070","Hungary","Baseline projections","Proportion of population aged 65 years and more","29.6",""
"2070","Malta","Baseline projections","Median age of population","51.1",""
"2070","Malta","Baseline projections","Proportion of population aged 0-14 years","11.5",""
"2070","Malta","Baseline projections","Proportion of population aged 15-64 years","56.1",""
"2070","Malta","Baseline projections","Proportion of population aged 65 years and more","32.4",""
"2070","Netherlands","Baseline projections","Median age of population","46.7",""
"2070","Netherlands","Baseline projections","Proportion of population aged 0-14 years","14.6",""
"2070","Netherlands","Baseline projections","Proportion of population aged 15-64 years","56.9",""
"2070","Netherlands","Baseline projections","Proportion of population aged 65 years and more","28.5",""
"2070","Austria","Baseline projections","Median age of population","47.9",""
"2070","Austria","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2070","Austria","Baseline projections","Proportion of population aged 15-64 years","57.2",""
"2070","Austria","Baseline projections","Proportion of population aged 65 years and more","29.2",""
"2070","Poland","Baseline projections","Median age of population","52.6",""
"2070","Poland","Baseline projections","Proportion of population aged 0-14 years","11.6",""
"2070","Poland","Baseline projections","Proportion of population aged 15-64 years","54.4",""
"2070","Poland","Baseline projections","Proportion of population aged 65 years and more","34.0",""
"2070","Portugal","Baseline projections","Median age of population","50.6",""
"2070","Portugal","Baseline projections","Proportion of population aged 0-14 years","13.1",""
"2070","Portugal","Baseline projections","Proportion of population aged 15-64 years","53.8",""
"2070","Portugal","Baseline projections","Proportion of population aged 65 years and more","33.1",""
"2070","Romania","Baseline projections","Median age of population","50.2",""
"2070","Romania","Baseline projections","Proportion of population aged 0-14 years","13.1",""
"2070","Romania","Baseline projections","Proportion of population aged 15-64 years","55.4",""
"2070","Romania","Baseline projections","Proportion of population aged 65 years and more","31.5",""
"2070","Slovenia","Baseline projections","Median age of population","49.6",""
"2070","Slovenia","Baseline projections","Proportion of population aged 0-14 years","13.1",""
"2070","Slovenia","Baseline projections","Proportion of population aged 15-64 years","56.4",""
"2070","Slovenia","Baseline projections","Proportion of population aged 65 years and more","30.5",""
"2070","Slovakia","Baseline projections","Median age of population","50.1",""
"2070","Slovakia","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2070","Slovakia","Baseline projections","Proportion of population aged 15-64 years","55.0",""
"2070","Slovakia","Baseline projections","Proportion of population aged 65 years and more","31.7",""
"2070","Finland","Baseline projections","Median age of population","51.3",""
"2070","Finland","Baseline projections","Proportion of population aged 0-14 years","12.2",""
"2070","Finland","Baseline projections","Proportion of population aged 15-64 years","55.8",""
"2070","Finland","Baseline projections","Proportion of population aged 65 years and more","32.0",""
"2070","Sweden","Baseline projections","Median age of population","45.1",""
"2070","Sweden","Baseline projections","Proportion of population aged 0-14 years","15.5",""
"2070","Sweden","Baseline projections","Proportion of population aged 15-64 years","58.3",""
"2070","Sweden","Baseline projections","Proportion of population aged 65 years and more","26.2",""
"2070","Iceland","Baseline projections","Median age of population","44.8",""
"2070","Iceland","Baseline projections","Proportion of population aged 0-14 years","15.5",""
"2070","Iceland","Baseline projections","Proportion of population aged 15-64 years","58.3",""
"2070","Iceland","Baseline projections","Proportion of population aged 65 years and more","26.2",""
"2070","Liechtenstein","Baseline projections","Median age of population","49.1",""
"2070","Liechtenstein","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2070","Liechtenstein","Baseline projections","Proportion of population aged 15-64 years","56.6",""
"2070","Liechtenstein","Baseline projections","Proportion of population aged 65 years and more","30.1",""
"2070","Norway","Baseline projections","Median age of population","46.8",""
"2070","Norway","Baseline projections","Proportion of population aged 0-14 years","14.2",""
"2070","Norway","Baseline projections","Proportion of population aged 15-64 years","58.0",""
"2070","Norway","Baseline projections","Proportion of population aged 65 years and more","27.7",""
"2070","Switzerland","Baseline projections","Median age of population","46.9",""
"2070","Switzerland","Baseline projections","Proportion of population aged 0-14 years","14.1",""
"2070","Switzerland","Baseline projections","Proportion of population aged 15-64 years","58.1",""
"2070","Switzerland","Baseline projections","Proportion of population aged 65 years and more","27.8",""
"2075","European Union - 27 countries (from 2020)","Baseline projections","Median age of population","48.7",""
"2075","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2075","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","55.7",""
"2075","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","30.6",""
"2075","Belgium","Baseline projections","Median age of population","46.9",""
"2075","Belgium","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2075","Belgium","Baseline projections","Proportion of population aged 15-64 years","56.9",""
"2075","Belgium","Baseline projections","Proportion of population aged 65 years and more","28.5",""
"2075","Bulgaria","Baseline projections","Median age of population","49.6",""
"2075","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2075","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","55.5",""
"2075","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","30.8",""
"2075","Czechia","Baseline projections","Median age of population","46.6",""
"2075","Czechia","Baseline projections","Proportion of population aged 0-14 years","14.9",""
"2075","Czechia","Baseline projections","Proportion of population aged 15-64 years","57.1",""
"2075","Czechia","Baseline projections","Proportion of population aged 65 years and more","27.9",""
"2075","Denmark","Baseline projections","Median age of population","46.1",""
"2075","Denmark","Baseline projections","Proportion of population aged 0-14 years","15.3",""
"2075","Denmark","Baseline projections","Proportion of population aged 15-64 years","56.5",""
"2075","Denmark","Baseline projections","Proportion of population aged 65 years and more","28.2",""
"2075","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","47.0",""
"2075","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","14.3",""
"2075","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","57.2",""
"2075","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","28.5",""
"2075","Estonia","Baseline projections","Median age of population","49.3",""
"2075","Estonia","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2075","Estonia","Baseline projections","Proportion of population aged 15-64 years","55.5",""
"2075","Estonia","Baseline projections","Proportion of population aged 65 years and more","30.8",""
"2075","Ireland","Baseline projections","Median age of population","46.2",""
"2075","Ireland","Baseline projections","Proportion of population aged 0-14 years","15.4",""
"2075","Ireland","Baseline projections","Proportion of population aged 15-64 years","56.5",""
"2075","Ireland","Baseline projections","Proportion of population aged 65 years and more","28.1",""
"2075","Greece","Baseline projections","Median age of population","50.8",""
"2075","Greece","Baseline projections","Proportion of population aged 0-14 years","12.6",""
"2075","Greece","Baseline projections","Proportion of population aged 15-64 years","54.5",""
"2075","Greece","Baseline projections","Proportion of population aged 65 years and more","32.9",""
"2075","Spain","Baseline projections","Median age of population","50.4",""
"2075","Spain","Baseline projections","Proportion of population aged 0-14 years","12.6",""
"2075","Spain","Baseline projections","Proportion of population aged 15-64 years","55.1",""
"2075","Spain","Baseline projections","Proportion of population aged 65 years and more","32.3",""
"2075","France","Baseline projections","Median age of population","46.7",""
"2075","France","Baseline projections","Proportion of population aged 0-14 years","15.5",""
"2075","France","Baseline projections","Proportion of population aged 15-64 years","55.3",""
"2075","France","Baseline projections","Proportion of population aged 65 years and more","29.1",""
"2075","Croatia","Baseline projections","Median age of population","51.3",""
"2075","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.4",""
"2075","Croatia","Baseline projections","Proportion of population aged 15-64 years","54.6",""
"2075","Croatia","Baseline projections","Proportion of population aged 65 years and more","33.0",""
"2075","Italy","Baseline projections","Median age of population","51.8",""
"2075","Italy","Baseline projections","Proportion of population aged 0-14 years","11.9",""
"2075","Italy","Baseline projections","Proportion of population aged 15-64 years","54.3",""
"2075","Italy","Baseline projections","Proportion of population aged 65 years and more","33.7",""
"2075","Cyprus","Baseline projections","Median age of population","45.8",""
"2075","Cyprus","Baseline projections","Proportion of population aged 0-14 years","14.3",""
"2075","Cyprus","Baseline projections","Proportion of population aged 15-64 years","58.0",""
"2075","Cyprus","Baseline projections","Proportion of population aged 65 years and more","27.7",""
"2075","Latvia","Baseline projections","Median age of population","50.1",""
"2075","Latvia","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2075","Latvia","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2075","Latvia","Baseline projections","Proportion of population aged 65 years and more","31.6",""
"2075","Lithuania","Baseline projections","Median age of population","51.0",""
"2075","Lithuania","Baseline projections","Proportion of population aged 0-14 years","12.9",""
"2075","Lithuania","Baseline projections","Proportion of population aged 15-64 years","54.6",""
"2075","Lithuania","Baseline projections","Proportion of population aged 65 years and more","32.5",""
"2075","Luxembourg","Baseline projections","Median age of population","49.1",""
"2075","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2075","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","56.8",""
"2075","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","30.2",""
"2075","Hungary","Baseline projections","Median age of population","48.3",""
"2075","Hungary","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2075","Hungary","Baseline projections","Proportion of population aged 15-64 years","56.3",""
"2075","Hungary","Baseline projections","Proportion of population aged 65 years and more","29.8",""
"2075","Malta","Baseline projections","Median age of population","51.4",""
"2075","Malta","Baseline projections","Proportion of population aged 0-14 years","11.5",""
"2075","Malta","Baseline projections","Proportion of population aged 15-64 years","55.8",""
"2075","Malta","Baseline projections","Proportion of population aged 65 years and more","32.8",""
"2075","Netherlands","Baseline projections","Median age of population","47.0",""
"2075","Netherlands","Baseline projections","Proportion of population aged 0-14 years","14.6",""
"2075","Netherlands","Baseline projections","Proportion of population aged 15-64 years","56.4",""
"2075","Netherlands","Baseline projections","Proportion of population aged 65 years and more","29.1",""
"2075","Austria","Baseline projections","Median age of population","48.1",""
"2075","Austria","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2075","Austria","Baseline projections","Proportion of population aged 15-64 years","57.0",""
"2075","Austria","Baseline projections","Proportion of population aged 65 years and more","29.5",""
"2075","Poland","Baseline projections","Median age of population","52.8",""
"2075","Poland","Baseline projections","Proportion of population aged 0-14 years","11.8",""
"2075","Poland","Baseline projections","Proportion of population aged 15-64 years","54.0",""
"2075","Poland","Baseline projections","Proportion of population aged 65 years and more","34.1",""
"2075","Portugal","Baseline projections","Median age of population","50.2",""
