"TIME","GEO","AGE","AGEDEF","C_BIRTH","UNIT","SEX","Value","Flag and Footnotes"
"2008","Lithuania","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Lithuania","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2008","Lithuania","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2008","Lithuania","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2008","Lithuania","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Lithuania","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Lithuania","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2008","Luxembourg","Total","Age reached during the year","Total","Number","Total","17 758",""
"2008","Luxembourg","Total","Age reached during the year","Reporting country","Number","Total","1 100",""
"2008","Luxembourg","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Luxembourg","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Luxembourg","Total","Age reached during the year","Unknown","Number","Total","79",""
"2008","Luxembourg","From 10 to 14 years","Age reached during the year","Total","Number","Total",":",""
"2008","Luxembourg","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total",":",""
"2008","Luxembourg","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Luxembourg","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Luxembourg","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2008","Luxembourg","From 15 to 64 years","Age reached during the year","Total","Number","Total",":",""
"2008","Luxembourg","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2008","Luxembourg","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Luxembourg","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Luxembourg","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2008","Luxembourg","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2008","Luxembourg","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2008","Luxembourg","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Luxembourg","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Luxembourg","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2008","Hungary","Total","Age reached during the year","Total","Number","Total","37 652","b"
"2008","Hungary","Total","Age reached during the year","Reporting country","Number","Total","137","b"
"2008","Hungary","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Hungary","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Hungary","Total","Age reached during the year","Unknown","Number","Total","0","b"
"2008","Hungary","From 10 to 14 years","Age reached during the year","Total","Number","Total","767","b"
"2008","Hungary","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","0","b"
"2008","Hungary","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Hungary","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Hungary","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0","b"
"2008","Hungary","From 15 to 64 years","Age reached during the year","Total","Number","Total","31 619","b"
"2008","Hungary","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","119","b"
"2008","Hungary","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Hungary","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Hungary","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0","b"
"2008","Hungary","65 years or over","Age reached during the year","Total","Number","Total","1 788","b"
"2008","Hungary","65 years or over","Age reached during the year","Reporting country","Number","Total","18","b"
"2008","Hungary","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Hungary","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Hungary","65 years or over","Age reached during the year","Unknown","Number","Total","0","b"
"2008","Malta","Total","Age reached during the year","Total","Number","Total","6 043",""
"2008","Malta","Total","Age reached during the year","Reporting country","Number","Total","1 147",""
"2008","Malta","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Malta","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Malta","Total","Age reached during the year","Unknown","Number","Total","0",""
"2008","Malta","From 10 to 14 years","Age reached during the year","Total","Number","Total",":",""
"2008","Malta","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total",":",""
"2008","Malta","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Malta","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Malta","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2008","Malta","From 15 to 64 years","Age reached during the year","Total","Number","Total",":",""
"2008","Malta","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2008","Malta","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Malta","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Malta","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2008","Malta","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2008","Malta","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2008","Malta","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Malta","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Malta","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2008","Netherlands","Total","Age reached during the year","Total","Number","Total","143 516",""
"2008","Netherlands","Total","Age reached during the year","Reporting country","Number","Total","26 999",""
"2008","Netherlands","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Netherlands","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Netherlands","Total","Age reached during the year","Unknown","Number","Total","0",""
"2008","Netherlands","From 10 to 14 years","Age reached during the year","Total","Number","Total","5 103",""
"2008","Netherlands","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","1 500",""
"2008","Netherlands","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2008","Netherlands","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2008","Netherlands","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2008","Netherlands","From 15 to 64 years","Age reached during the year","Total","Number","Total","122 148",""
