"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2012","Italy","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.7",""
"2012","Italy","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Italy","Proportion of population aged 0-14 years","14.0",""
"2012","Italy","Proportion of population aged 15-24 years","10.0",""
"2012","Italy","Proportion of population aged 25-44 years","27.7",""
"2012","Italy","Proportion of population aged 45-64 years","27.5",""
"2012","Italy","Proportion of population aged 65 years and more","20.8",""
"2012","Cyprus","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","41.5",""
"2012","Cyprus","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","72.3",""
"2012","Cyprus","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","57.5",""
"2012","Cyprus","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Cyprus","Proportion of population aged 0-14 years","16.5",""
"2012","Cyprus","Proportion of population aged 15-24 years","15.5",""
"2012","Cyprus","Proportion of population aged 25-44 years","30.8",""
"2012","Cyprus","Proportion of population aged 45-64 years","24.4",""
"2012","Cyprus","Proportion of population aged 65 years and more","12.8",""
"2012","Latvia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.9",""
"2012","Latvia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","79.4",""
"2012","Latvia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","62.0",""
"2012","Latvia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Latvia","Proportion of population aged 0-14 years","14.3",""
"2012","Latvia","Proportion of population aged 15-24 years","12.7",""
"2012","Latvia","Proportion of population aged 25-44 years","27.4",""
"2012","Latvia","Proportion of population aged 45-64 years","27.0",""
"2012","Latvia","Proportion of population aged 65 years and more","18.6",""
"2012","Lithuania","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.0",""
"2012","Lithuania","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.4",""
"2012","Lithuania","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.5",""
"2012","Lithuania","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Lithuania","Proportion of population aged 0-14 years","14.8",""
"2012","Lithuania","Proportion of population aged 15-24 years","13.9",""
"2012","Lithuania","Proportion of population aged 25-44 years","26.1",""
"2012","Lithuania","Proportion of population aged 45-64 years","27.1",""
"2012","Lithuania","Proportion of population aged 65 years and more","18.1",""
"2012","Luxembourg","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","45.1","b"
"2012","Luxembourg","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","72.8","b"
"2012","Luxembourg","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","59.0","b"
"2012","Luxembourg","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Luxembourg","Proportion of population aged 0-14 years","17.1","b"
"2012","Luxembourg","Proportion of population aged 15-24 years","12.1","b"
"2012","Luxembourg","Proportion of population aged 25-44 years","30.4","b"
"2012","Luxembourg","Proportion of population aged 45-64 years","26.4","b"
"2012","Luxembourg","Proportion of population aged 65 years and more","14.0","b"
"2012","Hungary","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","45.7","b"
"2012","Hungary","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","78.3","b"
"2012","Hungary","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","59.5","b"
"2012","Hungary","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Hungary","Proportion of population aged 0-14 years","14.5","b"
"2012","Hungary","Proportion of population aged 15-24 years","12.2","b"
"2012","Hungary","Proportion of population aged 25-44 years","29.3","b"
"2012","Hungary","Proportion of population aged 45-64 years","27.1","b"
"2012","Hungary","Proportion of population aged 65 years and more","16.9","b"
"2012","Malta","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","45.4",""
"2012","Malta","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","81.0",""
"2012","Malta","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","59.9",""
"2012","Malta","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Malta","Proportion of population aged 0-14 years","14.8",""
"2012","Malta","Proportion of population aged 15-24 years","13.3",""
"2012","Malta","Proportion of population aged 25-44 years","27.4",""
"2012","Malta","Proportion of population aged 45-64 years","28.0",""
"2012","Malta","Proportion of population aged 65 years and more","16.4",""
"2012","Netherlands","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","50.5",""
"2012","Netherlands","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.9",""
"2012","Netherlands","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.3",""
"2012","Netherlands","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Netherlands","Proportion of population aged 0-14 years","17.3",""
"2012","Netherlands","Proportion of population aged 15-24 years","12.2",""
"2012","Netherlands","Proportion of population aged 25-44 years","26.2",""
"2012","Netherlands","Proportion of population aged 45-64 years","28.0",""
"2012","Netherlands","Proportion of population aged 65 years and more","16.2",""
"2012","Austria","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","47.8",""
"2012","Austria","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","78.1",""
"2012","Austria","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","61.7",""
"2012","Austria","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Austria","Proportion of population aged 0-14 years","14.6",""
"2012","Austria","Proportion of population aged 15-24 years","12.1",""
"2012","Austria","Proportion of population aged 25-44 years","27.7",""
"2012","Austria","Proportion of population aged 45-64 years","27.8",""
"2012","Austria","Proportion of population aged 65 years and more","17.8",""
"2012","Poland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","41.1",""
"2012","Poland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","71.3",""
"2012","Poland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","54.2",""
"2012","Poland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Poland","Proportion of population aged 0-14 years","15.1",""
"2012","Poland","Proportion of population aged 15-24 years","13.3",""
"2012","Poland","Proportion of population aged 25-44 years","29.9",""
"2012","Poland","Proportion of population aged 45-64 years","27.7",""
"2012","Poland","Proportion of population aged 65 years and more","14.0",""
"2012","Portugal","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","51.4",""
"2012","Portugal","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.7",""
"2012","Portugal","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.6",""
"2012","Portugal","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Portugal","Proportion of population aged 0-14 years","14.9",""
"2012","Portugal","Proportion of population aged 15-24 years","10.8",""
"2012","Portugal","Proportion of population aged 25-44 years","28.4",""
"2012","Portugal","Proportion of population aged 45-64 years","26.8",""
"2012","Portugal","Proportion of population aged 65 years and more","19.0",""
"2012","Romania","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","47.0",""
"2012","Romania","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","77.6",""
"2012","Romania","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","59.9",""
"2012","Romania","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Romania","Proportion of population aged 0-14 years","15.8",""
"2012","Romania","Proportion of population aged 15-24 years","12.2",""
"2012","Romania","Proportion of population aged 25-44 years","30.5",""
"2012","Romania","Proportion of population aged 45-64 years","25.3",""
"2012","Romania","Proportion of population aged 65 years and more","16.1",""
"2012","Slovenia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","45.1",""
"2012","Slovenia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","73.2",""
"2012","Slovenia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","56.2",""
"2012","Slovenia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Slovenia","Proportion of population aged 0-14 years","14.3",""
"2012","Slovenia","Proportion of population aged 15-24 years","10.9",""
"2012","Slovenia","Proportion of population aged 25-44 years","29.2",""
"2012","Slovenia","Proportion of population aged 45-64 years","28.9",""
"2012","Slovenia","Proportion of population aged 65 years and more","16.8",""
"2012","Slovakia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","39.2",""
"2012","Slovakia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","67.5",""
"2012","Slovakia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","52.3",""
"2012","Slovakia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Slovakia","Proportion of population aged 0-14 years","15.4",""
"2012","Slovakia","Proportion of population aged 15-24 years","13.5",""
"2012","Slovakia","Proportion of population aged 25-44 years","31.3",""
"2012","Slovakia","Proportion of population aged 45-64 years","27.1",""
"2012","Slovakia","Proportion of population aged 65 years and more","12.8",""
"2012","Finland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.9",""
"2012","Finland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","92.2",""
"2012","Finland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","68.5",""
"2012","Finland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Finland","Proportion of population aged 0-14 years","16.5",""
"2012","Finland","Proportion of population aged 15-24 years","12.2",""
"2012","Finland","Proportion of population aged 25-44 years","24.9",""
"2012","Finland","Proportion of population aged 45-64 years","28.3",""
"2012","Finland","Proportion of population aged 65 years and more","18.1",""
"2012","Sweden","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","55.1",""
"2012","Sweden","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","92.6",""
"2012","Sweden","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","71.7",""
"2012","Sweden","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Sweden","Proportion of population aged 0-14 years","16.7",""
"2012","Sweden","Proportion of population aged 15-24 years","13.1",""
"2012","Sweden","Proportion of population aged 25-44 years","25.9",""
"2012","Sweden","Proportion of population aged 45-64 years","25.5",""
"2012","Sweden","Proportion of population aged 65 years and more","18.8",""
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","50.5","b"
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.4","b"
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.2","b"
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 0-14 years","15.7","b"
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 15-24 years","11.7","b"
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 25-44 years","27.7","b"
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 45-64 years","27.0","b"
"2012","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 65 years and more","17.8","b"
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","50.5","b"
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.4","b"
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.2",""
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 0-14 years","15.7","b"
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 15-24 years","11.7","b"
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 25-44 years","27.7","b"
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 45-64 years","27.0","b"
"2012","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 65 years and more","17.8","b"
"2012","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2012","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2012","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.4",""
"2012","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Proportion of population aged 0-14 years",":",""
"2012","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Proportion of population aged 15-24 years",":",""
"2012","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Proportion of population aged 25-44 years",":",""
"2012","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Proportion of population aged 45-64 years",":",""
"2012","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Proportion of population aged 65 years and more",":",""
"2012","European Free Trade Association","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.9",""
"2012","European Free Trade Association","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","80.5",""
"2012","European Free Trade Association","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","63.6",""
"2012","European Free Trade Association","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","European Free Trade Association","Proportion of population aged 0-14 years","16.5",""
"2012","European Free Trade Association","Proportion of population aged 15-24 years","12.4",""
"2012","European Free Trade Association","Proportion of population aged 25-44 years","28.0",""
"2012","European Free Trade Association","Proportion of population aged 45-64 years","26.8",""
"2012","European Free Trade Association","Proportion of population aged 65 years and more","16.4",""
"2012","Iceland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","50.1",""
"2012","Iceland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.1",""
"2012","Iceland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","68.4",""
"2012","Iceland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Iceland","Proportion of population aged 0-14 years","20.7",""
"2012","Iceland","Proportion of population aged 15-24 years","14.8",""
"2012","Iceland","Proportion of population aged 25-44 years","27.2",""
"2012","Iceland","Proportion of population aged 45-64 years","24.6",""
"2012","Iceland","Proportion of population aged 65 years and more","12.6",""
"2012","Liechtenstein","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","43.2",""
"2012","Liechtenstein","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","73.0",""
"2012","Liechtenstein","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","56.3",""
"2012","Liechtenstein","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Liechtenstein","Proportion of population aged 0-14 years","15.8",""
"2012","Liechtenstein","Proportion of population aged 15-24 years","12.1",""
"2012","Liechtenstein","Proportion of population aged 25-44 years","28.1",""
"2012","Liechtenstein","Proportion of population aged 45-64 years","29.6",""
"2012","Liechtenstein","Proportion of population aged 65 years and more","14.4",""
"2012","Norway","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","51.3",""
"2012","Norway","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.8",""
"2012","Norway","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","67.9",""
"2012","Norway","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Norway","Proportion of population aged 0-14 years","18.5",""
"2012","Norway","Proportion of population aged 15-24 years","13.1",""
"2012","Norway","Proportion of population aged 25-44 years","27.5",""
"2012","Norway","Proportion of population aged 45-64 years","25.4",""
"2012","Norway","Proportion of population aged 65 years and more","15.4",""
"2012","Switzerland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","47.4",""
"2012","Switzerland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","77.2",""
"2012","Switzerland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","60.8",""
"2012","Switzerland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Switzerland","Proportion of population aged 0-14 years","15.0",""
"2012","Switzerland","Proportion of population aged 15-24 years","11.8",""
"2012","Switzerland","Proportion of population aged 25-44 years","28.3",""
"2012","Switzerland","Proportion of population aged 45-64 years","27.7",""
"2012","Switzerland","Proportion of population aged 65 years and more","17.2",""
"2012","United Kingdom","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.3",""
"2012","United Kingdom","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","86.6",""
"2012","United Kingdom","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","68.3",""
"2012","United Kingdom","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","United Kingdom","Proportion of population aged 0-14 years","17.6",""
"2012","United Kingdom","Proportion of population aged 15-24 years","13.0",""
"2012","United Kingdom","Proportion of population aged 25-44 years","27.1",""
"2012","United Kingdom","Proportion of population aged 45-64 years","25.5",""
"2012","United Kingdom","Proportion of population aged 65 years and more","16.8",""
"2012","Montenegro","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","46.8",""
"2012","Montenegro","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","80.6",""
"2012","Montenegro","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","63.9",""
"2012","Montenegro","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Montenegro","Proportion of population aged 0-14 years","19.0",""
"2012","Montenegro","Proportion of population aged 15-24 years","13.9",""
"2012","Montenegro","Proportion of population aged 25-44 years","27.9",""
"2012","Montenegro","Proportion of population aged 45-64 years","26.3",""
"2012","Montenegro","Proportion of population aged 65 years and more","12.9",""
"2012","North Macedonia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","40.8",""
"2012","North Macedonia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","71.1",""
"2012","North Macedonia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","56.5",""
"2012","North Macedonia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","North Macedonia","Proportion of population aged 0-14 years","17.2",""
"2012","North Macedonia","Proportion of population aged 15-24 years","15.0",""
"2012","North Macedonia","Proportion of population aged 25-44 years","30.1",""
"2012","North Macedonia","Proportion of population aged 45-64 years","25.9",""
"2012","North Macedonia","Proportion of population aged 65 years and more","11.8",""
"2012","Albania","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","47.1",""
"2012","Albania","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.8",""
"2012","Albania","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","71.2",""
"2012","Albania","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Albania","Proportion of population aged 0-14 years","20.7",""
"2012","Albania","Proportion of population aged 15-24 years","18.4",""
"2012","Albania","Proportion of population aged 25-44 years","25.2",""
"2012","Albania","Proportion of population aged 45-64 years","24.4",""
"2012","Albania","Proportion of population aged 65 years and more","11.3",""
"2012","Serbia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","46.3",""
"2012","Serbia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","80.6",""
"2012","Serbia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","59.4",""
"2012","Serbia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Serbia","Proportion of population aged 0-14 years","14.4",""
"2012","Serbia","Proportion of population aged 15-24 years","11.7",""
"2012","Serbia","Proportion of population aged 25-44 years","27.1",""
"2012","Serbia","Proportion of population aged 45-64 years","29.5",""
"2012","Serbia","Proportion of population aged 65 years and more","17.3",""
"2012","Turkey","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.4",""
"2012","Turkey","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","80.2",""
"2012","Turkey","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","69.7",""
"2012","Turkey","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Turkey","Proportion of population aged 0-14 years","25.3",""
"2012","Turkey","Proportion of population aged 15-24 years","16.8",""
"2012","Turkey","Proportion of population aged 25-44 years","31.1",""
"2012","Turkey","Proportion of population aged 45-64 years","19.5",""
"2012","Turkey","Proportion of population aged 65 years and more","7.3",""
"2012","Andorra","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","39.1",""
"2012","Andorra","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","60.8",""
"2012","Andorra","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","49.2",""
"2012","Andorra","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Andorra","Proportion of population aged 0-14 years","15.5",""
"2012","Andorra","Proportion of population aged 15-24 years","9.8",""
"2012","Andorra","Proportion of population aged 25-44 years","34.8",""
"2012","Andorra","Proportion of population aged 45-64 years","27.3",""
"2012","Andorra","Proportion of population aged 65 years and more","12.6",""
"2012","Belarus","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","40.5",""
"2012","Belarus","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","67.4",""
"2012","Belarus","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","52.9",""
"2012","Belarus","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Belarus","Proportion of population aged 0-14 years","15.1",""
"2012","Belarus","Proportion of population aged 15-24 years","13.6",""
"2012","Belarus","Proportion of population aged 25-44 years","29.4",""
"2012","Belarus","Proportion of population aged 45-64 years","28.2",""
"2012","Belarus","Proportion of population aged 65 years and more","13.7",""
"2012","Bosnia and Herzegovina","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2012","Bosnia and Herzegovina","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2012","Bosnia and Herzegovina","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2012","Bosnia and Herzegovina","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Bosnia and Herzegovina","Proportion of population aged 0-14 years",":",""
"2012","Bosnia and Herzegovina","Proportion of population aged 15-24 years",":",""
"2012","Bosnia and Herzegovina","Proportion of population aged 25-44 years",":",""
"2012","Bosnia and Herzegovina","Proportion of population aged 45-64 years",":",""
"2012","Bosnia and Herzegovina","Proportion of population aged 65 years and more",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 0-14 years",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 15-24 years",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 25-44 years",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 45-64 years",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 65 years and more",":",""
"2012","Moldova","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","35.4",""
"2012","Moldova","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","62.6",""
"2012","Moldova","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","50.7",""
"2012","Moldova","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2012","Moldova","Proportion of population aged 0-14 years","16.2",""
"2012","Moldova","Proportion of population aged 15-24 years","17.0",""
"2012","Moldova","Proportion of population aged 25-44 years","30.8",""
