"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2015","Serbia","65 years or over","Total","Number","1 314 238",""
"2015","Turkey","Total","Total","Number","77 695 904",""
"2015","Turkey","Less than 15 years","Total","Number","18 862 430",""
"2015","Turkey","65 years or over","Total","Number","6 192 962",""
"2015","Andorra","Total","Total","Number",":",""
"2015","Andorra","Less than 15 years","Total","Number",":",""
"2015","Andorra","65 years or over","Total","Number",":",""
"2015","Belarus","Total","Total","Number","9 480 868",""
"2015","Belarus","Less than 15 years","Total","Number","1 518 669",""
"2015","Belarus","65 years or over","Total","Number","1 348 844",""
"2015","Bosnia and Herzegovina","Total","Total","Number",":",""
"2015","Bosnia and Herzegovina","Less than 15 years","Total","Number",":",""
"2015","Bosnia and Herzegovina","65 years or over","Total","Number",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number",":",""
"2015","Moldova","Total","Total","Number","3 555 159",""
"2015","Moldova","Less than 15 years","Total","Number","567 871",""
"2015","Moldova","65 years or over","Total","Number","367 680",""
"2015","Monaco","Total","Total","Number",":",""
"2015","Monaco","Less than 15 years","Total","Number",":",""
"2015","Monaco","65 years or over","Total","Number",":",""
"2015","Russia","Total","Total","Number",":",""
"2015","Russia","Less than 15 years","Total","Number",":",""
"2015","Russia","65 years or over","Total","Number",":",""
"2015","San Marino","Total","Total","Number",":",""
"2015","San Marino","Less than 15 years","Total","Number",":",""
"2015","San Marino","65 years or over","Total","Number",":",""
"2015","Ukraine","Total","Total","Number","42 759 661","b"
"2015","Ukraine","Less than 15 years","Total","Number","6 449 171",""
"2015","Ukraine","65 years or over","Total","Number","6 675 780",""
"2015","Armenia","Total","Total","Number","3 010 598",""
"2015","Armenia","Less than 15 years","Total","Number","582 592",""
"2015","Armenia","65 years or over","Total","Number","323 134",""
"2015","Azerbaijan","Total","Total","Number","9 593 038",""
"2015","Azerbaijan","Less than 15 years","Total","Number","2 152 698",""
"2015","Azerbaijan","65 years or over","Total","Number","570 788",""
"2015","Georgia","Total","Total","Number","3 729 500",""
"2015","Georgia","Less than 15 years","Total","Number","649 100",""
"2015","Georgia","65 years or over","Total","Number","519 100",""
"2020","Belgium","Total","Total","Number","11 522 440",""
"2020","Belgium","Less than 15 years","Total","Number","1 942 114",""
"2020","Belgium","65 years or over","Total","Number","2 204 642",""
"2020","Bulgaria","Total","Total","Number","6 951 482",""
"2020","Bulgaria","Less than 15 years","Total","Number","1 002 258",""
"2020","Bulgaria","65 years or over","Total","Number","1 504 088",""
"2020","Czechia","Total","Total","Number","10 693 939",""
"2020","Czechia","Less than 15 years","Total","Number","1 710 202",""
"2020","Czechia","65 years or over","Total","Number","2 131 630",""
"2020","Denmark","Total","Total","Number","5 822 763",""
"2020","Denmark","Less than 15 years","Total","Number","953 118",""
"2020","Denmark","65 years or over","Total","Number","1 155 991",""
"2020","Germany including former GDR","Total","Total","Number","83 166 711",""
"2020","Germany including former GDR","Less than 15 years","Total","Number","11 391 259",""
"2020","Germany including former GDR","65 years or over","Total","Number","18 090 682",""
"2020","Estonia","Total","Total","Number","1 328 976",""
"2020","Estonia","Less than 15 years","Total","Number","218 702",""
"2020","Estonia","65 years or over","Total","Number","266 288",""
"2020","Ireland","Total","Total","Number","4 964 440",""
"2020","Ireland","Less than 15 years","Total","Number","1 006 065",""
"2020","Ireland","65 years or over","Total","Number","716 214",""
"2020","Greece","Total","Total","Number","10 718 565",""
"2020","Greece","Less than 15 years","Total","Number","1 527 519",""
"2020","Greece","65 years or over","Total","Number","2 386 200",""
"2020","Spain","Total","Total","Number","47 332 614",""
"2020","Spain","Less than 15 years","Total","Number","6 877 153",""
"2020","Spain","65 years or over","Total","Number","9 267 316",""
"2020","France","Total","Total","Number","67 320 216","p"
"2020","France","Less than 15 years","Total","Number","12 038 771","p"
"2020","France","65 years or over","Total","Number","13 740 658","p"
"2020","Croatia","Total","Total","Number","4 058 165",""
"2020","Croatia","Less than 15 years","Total","Number","581 471",""
"2020","Croatia","65 years or over","Total","Number","853 784",""
"2020","Italy","Total","Total","Number","59 641 488",""
"2020","Italy","Less than 15 years","Total","Number","7 727 554",""
"2020","Italy","65 years or over","Total","Number","13 859 090",""
"2020","Cyprus","Total","Total","Number","888 005",""
"2020","Cyprus","Less than 15 years","Total","Number","142 384",""
"2020","Cyprus","65 years or over","Total","Number","144 888",""
"2020","Latvia","Total","Total","Number","1 907 675",""
"2020","Latvia","Less than 15 years","Total","Number","305 188",""
"2020","Latvia","65 years or over","Total","Number","391 413",""
"2020","Lithuania","Total","Total","Number","2 794 090",""
"2020","Lithuania","Less than 15 years","Total","Number","422 744",""
"2020","Lithuania","65 years or over","Total","Number","555 976",""
"2020","Luxembourg","Total","Total","Number","626 108",""
"2020","Luxembourg","Less than 15 years","Total","Number","100 077",""
"2020","Luxembourg","65 years or over","Total","Number","90 787",""
"2020","Hungary","Total","Total","Number","9 769 526",""
"2020","Hungary","Less than 15 years","Total","Number","1 421 336",""
"2020","Hungary","65 years or over","Total","Number","1 942 234",""
"2020","Malta","Total","Total","Number","514 564",""
"2020","Malta","Less than 15 years","Total","Number","69 158",""
"2020","Malta","65 years or over","Total","Number","95 050",""
"2020","Netherlands","Total","Total","Number","17 407 585",""
"2020","Netherlands","Less than 15 years","Total","Number","2 726 099",""
"2020","Netherlands","65 years or over","Total","Number","3 392 555",""
"2020","Austria","Total","Total","Number","8 901 064",""
"2020","Austria","Less than 15 years","Total","Number","1 283 060",""
"2020","Austria","65 years or over","Total","Number","1 693 627",""
"2020","Poland","Total","Total","Number","37 958 138",""
"2020","Poland","Less than 15 years","Total","Number","5 862 071",""
"2020","Poland","65 years or over","Total","Number","6 916 746",""
"2020","Portugal","Total","Total","Number","10 295 909",""
"2020","Portugal","Less than 15 years","Total","Number","1 396 985",""
"2020","Portugal","65 years or over","Total","Number","2 280 424",""
"2020","Romania","Total","Total","Number","19 328 838","e"
"2020","Romania","Less than 15 years","Total","Number","3 031 378","e"
"2020","Romania","65 years or over","Total","Number","3 661 763","e"
"2020","Slovenia","Total","Total","Number","2 095 861",""
"2020","Slovenia","Less than 15 years","Total","Number","315 802",""
"2020","Slovenia","65 years or over","Total","Number","424 004",""
"2020","Slovakia","Total","Total","Number","5 457 873",""
"2020","Slovakia","Less than 15 years","Total","Number","863 720",""
"2020","Slovakia","65 years or over","Total","Number","905 175",""
"2020","Finland","Total","Total","Number","5 525 292",""
"2020","Finland","Less than 15 years","Total","Number","871 036",""
"2020","Finland","65 years or over","Total","Number","1 231 274",""
"2020","Sweden","Total","Total","Number","10 327 589",""
"2020","Sweden","Less than 15 years","Total","Number","1 834 821",""
"2020","Sweden","65 years or over","Total","Number","2 065 367",""
"2020","Iceland","Total","Total","Number","364 134",""
"2020","Iceland","Less than 15 years","Total","Number","68 219",""
"2020","Iceland","65 years or over","Total","Number","52 473",""
"2020","Liechtenstein","Total","Total","Number","38 747",""
"2020","Liechtenstein","Less than 15 years","Total","Number","5 678",""
"2020","Liechtenstein","65 years or over","Total","Number","7 087",""
"2020","Norway","Total","Total","Number","5 367 580",""
"2020","Norway","Less than 15 years","Total","Number","930 127",""
"2020","Norway","65 years or over","Total","Number","941 816",""
"2020","Switzerland","Total","Total","Number","8 606 033",""
"2020","Switzerland","Less than 15 years","Total","Number","1 294 918",""
"2020","Switzerland","65 years or over","Total","Number","1 605 800",""
"2020","United Kingdom","Total","Total","Number","67 025 542","p"
"2020","United Kingdom","Less than 15 years","Total","Number",":",""
"2020","United Kingdom","65 years or over","Total","Number",":",""
"2020","Montenegro","Total","Total","Number","621 873",""
"2020","Montenegro","Less than 15 years","Total","Number","111 475",""
"2020","Montenegro","65 years or over","Total","Number","97 005",""
"2020","North Macedonia","Total","Total","Number","2 076 255",""
"2020","North Macedonia","Less than 15 years","Total","Number","336 630",""
"2020","North Macedonia","65 years or over","Total","Number","300 647",""
"2020","Albania","Total","Total","Number","2 845 955",""
"2020","Albania","Less than 15 years","Total","Number","478 850",""
"2020","Albania","65 years or over","Total","Number","420 036",""
"2020","Serbia","Total","Total","Number","6 926 705",""
"2020","Serbia","Less than 15 years","Total","Number","988 983",""
"2020","Serbia","65 years or over","Total","Number","1 451 818",""
"2020","Turkey","Total","Total","Number","83 154 997",""
"2020","Turkey","Less than 15 years","Total","Number","19 212 345",""
"2020","Turkey","65 years or over","Total","Number","7 550 727",""
"2020","Andorra","Total","Total","Number",":",""
"2020","Andorra","Less than 15 years","Total","Number",":",""
"2020","Andorra","65 years or over","Total","Number",":",""
"2020","Belarus","Total","Total","Number",":",""
"2020","Belarus","Less than 15 years","Total","Number",":",""
"2020","Belarus","65 years or over","Total","Number",":",""
"2020","Bosnia and Herzegovina","Total","Total","Number",":",""
"2020","Bosnia and Herzegovina","Less than 15 years","Total","Number",":",""
"2020","Bosnia and Herzegovina","65 years or over","Total","Number",":",""
"2020","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"2020","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number",":",""
"2020","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number",":",""
"2020","Moldova","Total","Total","Number",":",""
"2020","Moldova","Less than 15 years","Total","Number",":",""
"2020","Moldova","65 years or over","Total","Number",":",""
"2020","Monaco","Total","Total","Number",":",""
"2020","Monaco","Less than 15 years","Total","Number",":",""
"2020","Monaco","65 years or over","Total","Number",":",""
"2020","Russia","Total","Total","Number",":",""
"2020","Russia","Less than 15 years","Total","Number",":",""
"2020","Russia","65 years or over","Total","Number",":",""
"2020","San Marino","Total","Total","Number",":",""
"2020","San Marino","Less than 15 years","Total","Number",":",""
"2020","San Marino","65 years or over","Total","Number",":",""
"2020","Ukraine","Total","Total","Number",":",""
"2020","Ukraine","Less than 15 years","Total","Number",":",""
"2020","Ukraine","65 years or over","Total","Number",":",""
"2020","Armenia","Total","Total","Number",":",""
"2020","Armenia","Less than 15 years","Total","Number",":",""
"2020","Armenia","65 years or over","Total","Number",":",""
"2020","Azerbaijan","Total","Total","Number",":",""
"2020","Azerbaijan","Less than 15 years","Total","Number",":",""
"2020","Azerbaijan","65 years or over","Total","Number",":",""
"2020","Georgia","Total","Total","Number",":",""
"2020","Georgia","Less than 15 years","Total","Number",":",""
"2020","Georgia","65 years or over","Total","Number",":",""
